Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id;
117458; 2019-10-24 11:20:35; Information; ; FeedbackIdentifier=pump1,Host=127.0.0.1,Port=41000; 18446744073709551615; 13; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132852; 2019-10-25 20:10:34; Level; Basal Insulin intake; 0.0787493; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
132876; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132854; 2019-10-25 20:10:34; Level; Insulin activity; 0.0555999; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
132879; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132888; 2019-10-25 20:15:34; Level; Blood glucose; 5.43031; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
132896; 2019-10-25 20:15:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
132897; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132889; 2019-10-25 20:15:34; Level; Interstitial glucose; 5.48272; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
132898; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132890; 2019-10-25 20:15:34; Level; Basal Insulin intake; 0.0787493; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
132899; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132892; 2019-10-25 20:15:34; Level; Insulin activity; 0.0550324; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
132914; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132894; 2019-10-25 20:15:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
132915; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132891; 2019-10-25 20:15:34; Level; IOB; 0.463279; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
132917; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132946; 2019-10-25 20:15:34; Level; Basal Insulin rate; 1.32999; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
132893; 2019-10-25 20:15:34; Level; COB; 0.00235854; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
132920; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132932; 2019-10-25 20:20:34; Level; Blood glucose; 5.54645; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
132941; 2019-10-25 20:20:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
132942; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132933; 2019-10-25 20:20:34; Level; Interstitial glucose; 5.59944; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
132943; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132934; 2019-10-25 20:20:34; Level; Basal Insulin intake; 0.110832; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
132944; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132936; 2019-10-25 20:20:34; Level; Insulin activity; 0.0545765; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
132945; 2019-10-24 11:21:54; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132938; 2019-10-25 20:20:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
132950; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132935; 2019-10-25 20:20:34; Level; IOB; 0.4895; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
132952; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132985; 2019-10-25 20:20:34; Level; Basal Insulin rate; 1.32999; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
132937; 2019-10-25 20:20:34; Level; COB; 0.00186274; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
132955; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132971; 2019-10-25 20:25:34; Level; Blood glucose; 5.65985; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
132980; 2019-10-25 20:25:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
132981; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132972; 2019-10-25 20:25:34; Level; Interstitial glucose; 5.71383; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
132982; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132973; 2019-10-25 20:25:34; Level; Basal Insulin intake; 0.110832; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
132983; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132975; 2019-10-25 20:25:34; Level; Insulin activity; 0.0572598; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
132984; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132977; 2019-10-25 20:25:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
132993; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
132974; 2019-10-25 20:25:34; Level; IOB; 0.513993; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
132994; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133021; 2019-10-25 20:25:34; Level; Basal Insulin rate; 1.74998; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
132976; 2019-10-25 20:25:34; Level; COB; 0.00147065; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
132995; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133012; 2019-10-25 20:30:34; Level; Blood glucose; 5.77009; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
133019; 2019-10-25 20:30:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
133020; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133013; 2019-10-25 20:30:34; Level; Interstitial glucose; 5.82539; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
133026; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133015; 2019-10-25 20:30:34; Level; IOB; 0.534706; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
133027; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133018; 2019-10-25 20:30:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
133030; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133056; 2019-10-25 20:30:34; Level; Basal Insulin rate; 1.74998; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
133017; 2019-10-25 20:30:34; Level; COB; 0.0011607; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
133033; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133014; 2019-10-25 20:30:34; Level; Basal Insulin intake; 0.110832; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
133035; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133016; 2019-10-25 20:30:34; Level; Insulin activity; 0.0601201; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
133037; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133042; 2019-10-25 20:35:34; Level; Blood glucose; 5.87513; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
133049; 2019-10-25 20:35:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
133050; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133043; 2019-10-25 20:35:34; Level; Interstitial glucose; 5.93262; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
133053; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133045; 2019-10-25 20:35:34; Level; IOB; 0.583689; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
133055; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133048; 2019-10-25 20:35:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
133061; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133093; 2019-10-25 20:35:34; Level; Basal Insulin rate; 1.74998; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
133047; 2019-10-25 20:35:34; Level; COB; 0.000915777; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
133063; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133044; 2019-10-25 20:35:34; Level; Basal Insulin intake; 0.145832; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
133066; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133046; 2019-10-25 20:35:34; Level; Insulin activity; 0.0626023; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
133068; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133084; 2019-10-25 20:40:34; Level; Blood glucose; 5.97326; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
133091; 2019-10-25 20:40:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
133092; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133085; 2019-10-25 20:40:34; Level; Interstitial glucose; 6.03392; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
133098; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133087; 2019-10-25 20:40:34; Level; IOB; 0.627114; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
133099; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133090; 2019-10-25 20:40:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
133102; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133133; 2019-10-25 20:40:34; Level; Basal Insulin rate; 1.74998; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
133089; 2019-10-25 20:40:34; Level; COB; 0.000722308; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
133104; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133086; 2019-10-25 20:40:34; Level; Basal Insulin intake; 0.145832; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
133108; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133088; 2019-10-25 20:40:34; Level; Insulin activity; 0.0680046; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
133109; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133122; 2019-10-25 20:45:34; Level; Blood glucose; 6.06336; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
133130; 2019-10-25 20:45:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
133131; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133123; 2019-10-25 20:45:34; Level; Interstitial glucose; 6.12795; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
133132; 2019-10-24 11:21:55; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133125; 2019-10-25 20:45:34; Level; IOB; 0.663338; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
133139; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133128; 2019-10-25 20:45:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
133141; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133172; 2019-10-25 20:45:34; Level; Basal Insulin rate; 1.74998; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
133127; 2019-10-25 20:45:34; Level; COB; 0.000569538; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
133143; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133124; 2019-10-25 20:45:34; Level; Basal Insulin intake; 0.145832; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
133144; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133126; 2019-10-25 20:45:34; Level; Insulin activity; 0.0731462; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
133147; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133161; 2019-10-25 20:50:34; Level; Blood glucose; 6.14292; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
133169; 2019-10-25 20:50:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
133170; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133162; 2019-10-25 20:50:34; Level; Interstitial glucose; 6.2126; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
133171; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133164; 2019-10-25 20:50:34; Level; IOB; 0.693108; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
133182; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133167; 2019-10-25 20:50:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
133184; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133212; 2019-10-25 20:50:34; Level; Basal Insulin rate; 1.74998; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
133166; 2019-10-25 20:50:34; Level; COB; 0.000448948; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
133186; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133163; 2019-10-25 20:50:34; Level; Basal Insulin intake; 0.145832; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
133188; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133165; 2019-10-25 20:50:34; Level; Insulin activity; 0.0775066; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
133189; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133198; 2019-10-25 20:55:34; Level; Blood glucose; 6.21016; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
133206; 2019-10-25 20:55:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
133207; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
133199; 2019-10-25 20:55:34; Level; Interstitial glucose; 6.28603; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
133209; 2019-10-24 11:21:56; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
